Ticker,Side,Price,RVOL,RSI,RS_1D,RS_1W,RS_1M,RS_3M,RS_1Y,52W_High,Earnings,Sector
XEL,LONG,81.02999877929688,0.07929123100182608,53.40749080282552,0.7961181670699702,1.707042351711352,1.5159096581042864,12.88998185174297,17.338926896699224,81.8499984741211,N/A,Utilities
IVZ,LONG,24.65999984741211,0.13053249689806995,62.367446743580345,1.7746608060236646,7.591622012767085,3.8308194929766337,12.773631454572666,45.15958700345997,24.65999984741211,N/A,Financials
EQT,LONG,58.849998474121094,0.2083499891376464,59.596707795482196,3.68217092035219,-0.06792480207492568,13.116861957923964,12.727991746477919,29.697304349237008,60.84000015258789,N/A,Energy
L,LONG,108.7699966430664,0.12819063347374143,93.22028418999201,0.7596106697598026,3.2953404470491776,10.572322462241402,12.691670561594437,26.7324832469513,108.7699966430664,N/A,Financials
PH,LONG,859.4199829101562,0.15488126406082686,61.50640706333591,0.8661571138831814,4.7217518377594025,12.290384642222719,12.582147484808193,22.766501181783696,859.4199829101562,N/A,Industrials
MS,LONG,167.96499633789062,0.14650062108335027,56.33979627412109,1.5323724683211637,3.496828693407017,2.2865095407439417,12.523347480843627,28.19675380583884,169.9199981689453,N/A,Financials
TJX,LONG,153.63499450683594,0.15609691122995215,74.96610710968696,0.8169795407664271,5.366570934271997,6.976717747686556,12.367682072258624,28.0475771344171,153.63499450683594,N/A,Consumer Discretionary
HOLX,LONG,74.81999969482422,0.1577026044867542,67.00515084621046,-0.08012494764215727,0.8763671860936517,1.0944433660504238,12.308610942924192,-5.255162038405691,79.7300033569336,N/A,Health Care
DHR,LONG,229.0800018310547,0.22097424471116256,78.52493417966681,-0.7323319366111969,2.998965001177978,5.615494825870404,11.785615361246627,-2.277204134915245,249.37037658691406,N/A,Health Care
FTV,LONG,53.189998626708984,0.06607175413002017,66.71948405412644,-0.1689192091777314,5.493852753588091,8.197719267301885,10.923677239206707,-9.600989398111182,62.323341369628906,N/A,Industrials
ABBV,LONG,228.34249877929688,0.1409381032383946,61.17081880138099,-1.4915893990255613,-1.9610599849711696,0.3526876667148793,10.614008795366004,33.55562477186138,242.630859375,N/A,Health Care
EIX,LONG,59.599998474121094,0.12662399543284744,67.11709873406193,1.880339272001863,3.6521712593410305,6.333629411922037,10.589064865242115,-27.043015522720925,83.46788024902344,N/A,Utilities
CINF,LONG,168.5399932861328,0.11033828093288167,67.86427571251596,0.09501627193304607,4.262294865325256,11.064245987566924,10.485350092165845,10.248866113564326,168.5399932861328,N/A,Financials
AEP,LONG,122.38999938964844,0.13264554242228246,64.22984612656012,0.6662259799266268,0.558705373667645,7.162767891855926,10.355217053775622,29.783044496471955,123.72000122070312,N/A,Utilities
FE,LONG,47.474998474121094,0.12098488463039167,71.04719173645256,1.182865146706491,2.6708407241027743,3.8563232318377105,10.055274864801822,18.36468934809803,47.474998474121094,N/A,Utilities
BKR,LONG,49.904998779296875,0.11556656562921346,66.31315073552508,0.9609517928151012,2.939354889677892,4.768282500536958,10.033143769743402,15.19057392259584,50.31096649169922,N/A,Energy
ETR,LONG,96.32499694824219,0.13969474112125355,56.107311933298895,1.1073793873724869,2.4407084959471526,2.049920238579439,10.028177404794182,31.127986442588984,97.00264739990234,N/A,Utilities
CBOE,LONG,258.6000061035156,0.1519424954608235,61.01257186034775,0.49743461171447567,1.6949203394461154,8.414039083942981,9.920943697038776,22.32073497485647,260.8800048828125,N/A,Financials
CSCO,LONG,75.82499694824219,0.16622215401658777,67.46988488765362,-0.6485885070248498,-3.2721041732077905,4.413376591081164,9.87016162803398,32.84434768515656,78.38999938964844,N/A,Information Technology
ROL,LONG,61.56999969482422,0.07485433402066548,75.93333745649164,0.571706088112145,3.740524478144902,10.192408235951289,9.82012794902234,23.084707431232054,61.56999969482422,N/A,Industrials
GEHC,LONG,80.88999938964844,0.1236215696258319,68.87640468701915,1.1630819357480116,11.86558169097185,1.876571580774966,9.775714050090434,-1.6993426481359597,93.34632873535156,N/A,Health Care
WRB,LONG,77.88999938964844,0.04723209515110286,76.99839446401235,-0.038499460987961864,1.5647371365766105,7.2717239153199165,9.468891558095226,27.62647733626993,78.45999908447266,N/A,Financials
TRV,LONG,294.6099853515625,0.12178681308307257,84.06977455742134,0.309830816040213,3.2017319129070465,9.875799047675837,9.441859869281233,14.10178432592959,294.6099853515625,N/A,Financials
MMM,LONG,171.66000366210938,0.1299345100985605,69.02580006535462,0.06996058101529368,3.049586850291197,3.3372978430715516,9.417125930490688,36.194473220381006,171.66000366210938,N/A,Industrials
STE,LONG,267.06500244140625,0.08256244720041162,59.8842942465777,-0.2707368013672551,4.850612619008032,10.723468416425508,9.392792279490592,25.540671637642596,267.989990234375,N/A,Health Care
EVRG,LONG,77.1449966430664,0.07669632197657272,64.00859319299036,0.7509428634372206,2.9616961740977388,0.23124991326517463,9.338073978853956,24.80855282829819,78.00737762451172,N/A,Utilities
HSIC,LONG,75.45999908447266,0.05350564296211233,73.03753177555797,-0.05298134506932506,6.883853704519605,19.379845241936057,9.314791277534006,0.5061231275313993,81.91000366210938,N/A,Health Care
CB,LONG,298.2449951171875,0.09084303640332887,78.31183216350593,0.1595211475437841,1.4576826053433134,8.224475524088316,9.147299219464777,5.603041850732948,301.4458312988281,N/A,Financials
GS,LONG,815.5499877929688,0.18410949449898026,57.69040231883435,1.6489655434210881,3.760861833593987,2.9617796136929053,9.144565157372075,38.05881161089317,838.969970703125,N/A,Financials
CTRA,LONG,26.270000457763672,0.09496216984183274,51.238065232301246,1.664087858500718,1.97981453552174,13.315045132113656,8.667182872853108,-1.580994255158974,28.81731414794922,N/A,Energy
APA,LONG,24.600000381469727,0.13064222832625666,56.93641562734197,2.1594703463921006,2.286907117908088,8.22701661633829,8.24810839410397,13.750023592298266,24.920000076293945,N/A,Energy
CTSH,LONG,76.96499633789062,0.1236911751337912,66.80963661628441,0.6736421323824349,6.467001470682132,13.980694831063678,7.782639248073919,-1.6726732566146763,89.25667572021484,N/A,Information Technology
JKHY,LONG,174.02999877929688,0.09094375965509886,73.79400165651735,0.2361500251354398,4.963809153230181,12.786775980115127,7.26925724144587,2.2251286258378578,189.98756408691406,N/A,Financials
KO,LONG,72.75499725341797,0.15533800295955866,77.43123090534033,0.19969238651367238,2.313312654967037,3.69867938406343,7.2454120828543855,17.245336552449864,72.94999694824219,N/A,Consumer Staples
LUV,LONG,35.15999984741211,0.156897103242587,69.07001286513926,2.328286446012262,10.150375198540228,13.091025007555167,7.20844036846644,12.481325283119805,37.48958206176758,N/A,Industrials
PFG,LONG,85.12000274658203,0.08839242203168954,60.5678242928821,0.5077344347383717,2.4184840831057874,3.5523186213479274,7.150575343086718,3.040107590954877,86.5233383178711,N/A,Financials
LNT,LONG,68.95999908447266,0.08230735409774625,67.45287998310974,0.700928306088433,2.5885120978451193,2.2044100639410313,6.857216965172164,12.467198402143254,68.95999908447266,N/A,Utilities
C,LONG,102.80999755859375,0.24108570042032443,55.66473873726872,1.621033329376731,2.985070292377845,2.005121181642977,6.819866297523913,51.291967470824495,102.87660217285156,N/A,Financials
EW,LONG,86.7300033569336,0.12246208450035626,65.6683803552769,-0.10365853283456072,0.8253972815336352,5.523787298539062,6.770897171864432,23.056185053943224,86.81999969482422,N/A,Health Care
AEE,LONG,105.61000061035156,0.07642964119074257,66.54406840632313,0.6576462575754061,2.543939024105679,2.216415913948233,6.6425388086386095,15.903307643029386,105.72000122070312,N/A,Utilities
CNP,LONG,39.73500061035156,0.08093206774820674,66.05802308691996,0.824665730012164,0.8758599290402458,1.1055881208146934,6.60866128104689,27.442504591000993,39.996612548828125,N/A,Utilities
EPAM,LONG,185.60000610351562,0.05942060226623054,77.02703842628262,-0.10764098221595075,2.581116242072068,14.638673934839396,6.556443855748451,-24.32829010051316,267.6300048828125,N/A,Information Technology
DGX,LONG,190.0800018310547,0.12384063057920185,74.25814574897902,-1.1801425528623621,2.215527515831317,6.618803641773474,6.542442387752723,18.38957980960285,192.35000610351562,N/A,Health Care
NDSN,LONG,238.37750244140625,0.13919170972497127,63.8787564474515,0.01993060461822349,4.749085894166227,1.2992924621895607,6.491490187529569,-7.401366795740283,259.746337890625,N/A,Industrials
YUM,LONG,154.08999633789062,0.13339808051644,66.9102287306607,0.0584391804484552,3.8902297254199913,9.213977133337536,6.439811595655609,16.130936787653916,160.95530700683594,N/A,Consumer Discretionary
BMY,LONG,49.20500183105469,0.11862228015949863,62.907269033040436,0.31600937085647374,7.4579621036201305,14.91126151736577,6.402058816299405,-12.262864859004141,60.78514099121094,N/A,Health Care
IEX,LONG,174.90499877929688,0.09529257872112828,65.9498738719213,0.7227209484157227,8.179741899194592,4.764900854428222,6.317022189112009,-23.632468712999042,232.53746032714844,N/A,Industrials
PFE,LONG,25.69499969482422,0.08067520286254258,62.43900678047726,-0.0971991415151141,3.2757257296969433,6.72429155304608,6.290449443831614,7.42370203410474,26.896394729614258,N/A,Health Care
CMS,LONG,75.01000213623047,0.10091835104516829,69.33478865585306,0.2673500657182526,2.823859183229094,2.9101548680069422,6.132884176818787,11.20085181089554,75.01000213623047,N/A,Utilities
K,LONG,83.59500122070312,0.1402592040662001,80.16570614272923,0.12576758847799852,0.20978548980952194,0.6077806054520352,5.963705691682608,5.93109747761924,83.59500122070312,N/A,Consumer Staples
WAB,LONG,206.54220581054688,0.05913447652823396,54.28673878328464,0.2242837613477322,4.356410530198973,4.44508213930801,5.948784813200003,4.236655044472859,213.84689331054688,N/A,Industrials
NUE,LONG,157.7530059814453,0.12518749831642467,75.86217497581251,0.9619238281250109,6.173781153146662,3.7916970063800903,5.736440403558585,5.675040975458678,157.7530059814453,N/A,Materials
ALL,LONG,214.26499938964844,0.0909451213135535,76.73955933071281,0.7594665128230593,2.0649773091557355,12.268793574694836,5.674198655802698,7.168802603420965,214.64999389648438,N/A,Financials
CME,LONG,279.9700012207031,0.11265448899965438,61.18814822860776,1.0794967563643398,2.7450589946054205,5.121471608956973,5.450082500900866,27.687997277565167,288.00732421875,N/A,Financials
CFG,LONG,54.505001068115234,0.11561843379796864,66.93284157331195,0.5812925805297908,6.538313586160682,7.14566173633131,5.4407033631358015,18.77326570559039,54.505001068115234,N/A,Financials
NSC,LONG,290.9700012207031,0.17870799664941617,64.9240315549578,0.6607637439428826,3.265078810996025,4.268596288107718,5.2444828772631125,10.500324158838525,298.9723815917969,N/A,Industrials
SPG,LONG,186.42999267578125,0.1637135904227077,64.52271960755448,0.702202646076544,3.4974671749258723,5.464721485456936,5.180561078303669,8.059404796955839,187.6699981689453,N/A,Real Estate
BK,LONG,110.94999694824219,0.19705756209691003,57.69932305989188,1.6677354903600783,3.199697464104556,2.3052098389575226,5.086907260887696,41.51130927590274,112.63999938964844,N/A,Financials
HSY,LONG,187.5,0.1029236119159171,90.57302040866526,0.40160642570281624,2.7509888152103645,4.823573429476213,4.974992834653702,10.776383967822923,194.06492614746094,N/A,Consumer Staples
SNA,LONG,340.635009765625,0.07726763343450212,52.40730822362942,0.10138446972873805,3.9383889632027547,0.13509623195535614,4.89789493320727,-4.38521101562801,361.494873046875,N/A,Industrials
HIG,LONG,138.14999389648438,0.11297846114635127,82.57811967476508,0.42159376418344774,4.516569489715949,12.600856750705036,4.8972004196444985,16.351907216600825,138.14999389648438,N/A,Financials
D,LONG,62.02000045776367,0.16021559358015178,60.41096312755043,0.7799797450364077,3.0403752663364036,4.025497431861558,4.886810786776996,11.76259751197819,62.02000045776367,N/A,Utilities
AIZ,LONG,228.34750366210938,0.08080045209306853,73.54833606150979,0.07779528184623796,1.6594731662144202,9.84054275459274,4.804939319512935,2.493158496391712,228.58999633789062,N/A,Financials
UNP,LONG,231.44000244140625,0.4049359719883344,74.07803997003968,1.0081602188134253,4.6434888807187935,6.365185135629248,4.738200281877081,-2.2468340826862,249.94412231445312,N/A,Industrials
TRGP,LONG,173.6999969482422,0.0731326154121799,57.08982592831529,1.5433177992091096,2.080390932032561,14.628294923191131,4.728070576522181,-14.356718962500493,212.51329040527344,N/A,Energy
PCAR,LONG,105.05000305175781,0.19042861891654037,67.99107874641618,0.1239085828072195,8.871391208935275,6.287047993349715,4.692948594051272,-4.573377779912368,113.59578704833984,N/A,Industrials
HST,LONG,17.860000610351562,0.07206101911179588,57.25807443989598,0.3934777471715778,5.058827119715081,9.50337949210731,4.495741733776559,3.442148942013401,18.18000030517578,N/A,Real Estate
TSN,LONG,57.90999984741211,0.10473168898247341,73.10551697399656,1.3475681938897033,9.161169991038154,11.066360808031028,4.117225745242825,-6.056241402843121,62.83639907836914,N/A,Consumer Staples
HLT,LONG,286.75,0.2352575319755945,72.29241468502084,0.70944014881833,7.453954345051406,9.970425963730989,3.897454904758524,13.59854341994069,286.75,N/A,Consumer Discretionary
TDG,LONG,1355.4150390625,0.10847836340410978,75.74567682550492,0.21256302342020916,1.0606325932727145,1.5200913790172965,3.6160678458313944,14.940246611669682,1516.55029296875,N/A,Industrials
TXT,LONG,83.31500244140625,0.10250213328871842,66.42002520258904,0.4763679223148687,4.430939729503636,4.208887581749998,3.5735422660887917,-2.318545654912829,87.33999633789062,N/A,Industrials
DOC,LONG,18.184999465942383,0.1413786855140841,64.21964429819523,0.41412950338584054,3.265183621020573,1.4506406147450024,3.5544452315334096,-10.603415741251665,21.000558853149414,N/A,Real Estate
NI,LONG,43.33000183105469,0.09228394933000002,55.765235207841165,0.4404321838072267,1.4754123111445638,0.5298600775726303,3.51187834504203,18.15324482198635,43.939998626708984,N/A,Utilities
DAL,LONG,63.814998626708984,0.2990722724049639,64.97879222239392,2.678997682947415,12.212062291653103,10.292080804596516,3.29197530311538,1.9597518866588892,68.24054718017578,N/A,Industrials
VTRS,LONG,10.618300437927246,0.11247910394871034,61.392230371878895,0.5520834847908329,2.691492081551883,4.388048336110528,3.1847333864173155,-16.546066493044385,12.714030265808105,N/A,Health Care
ACGL,LONG,93.9749984741211,0.11307596162639909,79.77957734533565,0.38991332271092194,3.0766703537471685,10.92421756381694,3.042764932825359,-5.732775431161419,100.73999786376953,N/A,Financials
OTIS,SHORT,88.45500183105469,0.12674529697199505,38.232895805612536,0.01695996069015493,2.1656271198269517,-2.6648270831822196,3.0342197193222065,-11.029073774820631,102.87491607666016,N/A,Industrials
DOV,LONG,186.27499389648438,0.13059051553548864,66.77550141724373,0.1370764531592794,3.693495062001362,3.6531005160274077,2.8745800293479062,-8.025405705630495,204.7109832763672,N/A,Industrials
HAS,LONG,82.87999725341797,0.08283657075123602,76.46624598993641,1.6059796046276942,8.38236685025635,7.326213389458247,2.512320449454819,37.856137707320414,82.87999725341797,N/A,Consumer Discretionary
BDX,LONG,194.86000061035156,0.07558676278899812,77.4082270117474,-0.32226961231249796,1.9035662411941878,5.781441565781487,2.441343086041914,-11.188246899183508,245.13246154785156,N/A,Health Care
XOM,LONG,114.94000244140625,0.16203051059640278,54.18849381940678,0.3755133151287726,-2.0536822020038703,0.795739144217289,2.289663563547184,-2.1607238334896195,119.29000091552734,N/A,Energy
ADI,LONG,258.82000732421875,0.3091610000122222,68.07917126975464,2.698199720846861,11.464259571850999,8.134531324090544,2.2000448397286876,22.686241269234152,258.82000732421875,N/A,Information Technology
DVN,LONG,36.415000915527344,0.18777170902330897,76.47840400195881,1.6610866157799054,3.217126347794874,13.761333411351306,2.1964918651542265,-5.116129188727769,37.74625015258789,N/A,Energy
PNW,LONG,90.30500030517578,0.03975695829969735,71.97034785791828,0.8994416817606599,1.7865183303252596,0.6208567013189947,2.1529305651843966,1.155120207655691,92.81592559814453,N/A,Utilities
USB,LONG,49.17499923706055,0.11479095367274526,64.81837981402538,0.5418102442755535,5.07478640751613,4.030037573194045,2.1215588153930875,-2.1036326421999596,51.35135269165039,N/A,Financials
VMC,LONG,295.6099853515625,0.08145927677895719,61.91474612651073,0.9872861843425618,4.003790565867371,1.2047659043444403,1.7018184444911766,4.635503196354929,308.5428771972656,N/A,Materials
